BLOCKGRP,Land_Acres,BG_ACRES,ACRES_DIFF,UTC_Acres,POP_2013,POP_DEN_2013,Hispanic_pct,White_pct,Black_pct,NativeAmer_pct,Asian_pct,PacIsland_pct,OtherRace_pct,TwoPlus_pct,MedHshldIncome,Vacant_pct,Rent_pct,Value,NoHighSchool_pct,HighSchool_pct,College_pct,AdvDegree_pct
160010004002,342.8465751,355.9187893,13.07221419,95.60409084,2302,0.1546128537,1.911381407,94.1789748,2.823631625,0,1.911381407,0,0,2.172024327,31172,11.15702479,76.93023256,162600,1.486486486,28.51351351,24.59459459,9.527027027
160010004005,221.5037327,234.8144089,13.31067617,70.87106425,1014,0.2315723954,1.479289941,94.08284024,0,0,0,0,0,11.83431953,51436,8.380952381,40.74844075,122600,2.774108322,15.45574637,22.98546896,14.92734478
160270213002,808.9828787,823.7929188,14.81004008,32.86081741,1773,0.4646322159,63.67738297,81.10547095,0.6204173717,0.1692047377,0.5076142132,0,8.573040045,18.04850536,29325,7.710843373,60.05221932,71500,35.62628337,28.74743326,2.566735113,0
160010103211,2858.947309,2873.837434,14.89012564,186.7832653,4317,0.6657024402,4.632846884,89.83090109,0.02316423442,0,3.683113273,0,1.78364605,9.358350707,57574,9.154929577,29.7555158,184800,2.459300312,22.27225494,37.30516107,2.736404572
160010103342,1128.554325,1144.36812,15.81379504,74.07305602,3327,0.3439639674,4.62879471,93.74812143,1.923654944,0.3005710851,0,0,1.532912534,4.989480012,47102,8.808290155,37.97348485,164500,0.2770083102,26.64819945,30.02770083,4.487534626
160270207002,2415.590919,2431.66315,16.07223097,140.22416,2346,1.036514557,10.40068201,95.86530264,0,1.023017903,0,0,2.429667519,1.36402387,60450,0,9.25,170600,7.771706132,34.48694596,23.37583485,5.221615058
160010102253,753.4393537,770.2352656,16.79591184,188.3546085,1175,0.655519375,7.829787234,96.25531915,0,0,1.191489362,0,0.9361702128,3.234042553,45000,0,25.89928058,356800,2.789699571,27.5751073,26.93133047,20.17167382
160010102251,1393.158769,1411.807969,18.64919923,236.9461557,3465,0.4074481872,7.070707071,98.7012987,0,0,0,0,0,2.597402597,67819,6.449165402,17.92376318,215000,0.8524001795,14.98429789,39.61417676,10.81202333
160270211002,5202.73464,5221.737878,19.00323829,183.0821206,4804,1.086956261,15.44546211,89.2173189,0.2497918401,0.1248959201,1.311407161,0.645295587,0.582847627,15.73688593,51969,10.59817945,38.61818182,143300,10.49429658,23.15589354,28.55513308,1.634980989
160010104014,595.2081034,616.2538928,21.04578937,64.37836986,3768,0.1635493346,11.01380042,95.32908705,0,0,0,0,4.670912951,0,52331,0,18.50699844,107900,4.130223518,28.76579203,22.49757046,2.915451895
160270209012,1086.46597,1108.132979,21.66700891,132.6713835,3733,0.2968478378,26.25234396,90.57058666,0,0,0,0,1.901955532,15.05491562,57521,8.358388455,12.27034121,124600,2.631578947,35.5994152,19.80994152,9.320175439
160010008034,246.5258278,271.683867,25.1580392,70.95359745,1609,0.1688526209,2.175264139,95.52517091,0.06215040398,0,0.5593536358,2.361715351,0.5593536358,1.864512119,67739,0,15.30460624,174000,0,18.39708561,35.428051,19.12568306
